group,method,dataset,region,seed,config_hash,split_id,metric_name,metric_value,regime,n_retrains,train_samples,wall_clock_s,timestamp
detection,page_hinkley,synthetic_none,-,2.0,9becbd37ed7c,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0048338749911636,2026-09-20T11:43:17.158698+00:00
detection,page_hinkley,synthetic_none,-,2.0,9becbd37ed7c,synth_n20000_finetune_none,n_detections,1.0,full,0,0,0.0048338749911636,2026-09-20T11:43:17.158698+00:00
detection,page_hinkley,synthetic_none,-,2.0,9becbd37ed7c,synth_n20000_finetune_none,n_false_alarms,1.0,full,0,0,0.0048338749911636,2026-09-20T11:43:17.158698+00:00
detection,page_hinkley,synthetic_none,-,2.0,9becbd37ed7c,synth_n20000_finetune_none,false_alarms_per_year,0.876,full,0,0,0.0048338749911636,2026-09-20T11:43:17.158698+00:00
detection,page_hinkley,synthetic_none,-,3.0,9becbd37ed7c,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0049095830181613,2026-09-20T11:43:17.159493+00:00
detection,page_hinkley,synthetic_none,-,3.0,9becbd37ed7c,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0049095830181613,2026-09-20T11:43:17.159493+00:00
detection,page_hinkley,synthetic_none,-,3.0,9becbd37ed7c,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0049095830181613,2026-09-20T11:43:17.159493+00:00
detection,page_hinkley,synthetic_none,-,3.0,9becbd37ed7c,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.0049095830181613,2026-09-20T11:43:17.159493+00:00
detection,page_hinkley,synthetic_none,-,3.0,9becbd37ed7c,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.0049095830181613,2026-09-20T11:43:17.159493+00:00
detection,page_hinkley,synthetic_none,-,3.0,9becbd37ed7c,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.0049095830181613,2026-09-20T11:43:17.159493+00:00
detection,page_hinkley,synthetic_none,-,4.0,9becbd37ed7c,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0049173750448971,2026-09-20T11:43:17.160190+00:00
detection,page_hinkley,synthetic_none,-,4.0,9becbd37ed7c,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0049173750448971,2026-09-20T11:43:17.160190+00:00
detection,page_hinkley,synthetic_none,-,4.0,9becbd37ed7c,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0049173750448971,2026-09-20T11:43:17.160190+00:00
detection,page_hinkley,synthetic_none,-,4.0,9becbd37ed7c,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.0049173750448971,2026-09-20T11:43:17.160190+00:00
detection,page_hinkley,synthetic_none,-,4.0,9becbd37ed7c,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.0049173750448971,2026-09-20T11:43:17.160190+00:00
detection,page_hinkley,synthetic_none,-,4.0,9becbd37ed7c,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.0049173750448971,2026-09-20T11:43:17.160190+00:00
detection,page_hinkley,synthetic_none,-,5.0,9becbd37ed7c,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0113821669947355,2026-09-20T11:43:17.160853+00:00
detection,page_hinkley,synthetic_none,-,5.0,9becbd37ed7c,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0113821669947355,2026-09-20T11:43:17.160853+00:00
detection,page_hinkley,synthetic_none,-,5.0,9becbd37ed7c,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0113821669947355,2026-09-20T11:43:17.160853+00:00
detection,page_hinkley,synthetic_none,-,5.0,9becbd37ed7c,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.0113821669947355,2026-09-20T11:43:17.160853+00:00
detection,page_hinkley,synthetic_none,-,5.0,9becbd37ed7c,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.0113821669947355,2026-09-20T11:43:17.160853+00:00
detection,page_hinkley,synthetic_none,-,5.0,9becbd37ed7c,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.0113821669947355,2026-09-20T11:43:17.160853+00:00
detection,page_hinkley,synthetic_none,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0049566250527277,2026-09-20T11:43:17.162761+00:00
detection,page_hinkley,synthetic_none,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0049566250527277,2026-09-20T11:43:17.162761+00:00
detection,page_hinkley,synthetic_none,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0049566250527277,2026-09-20T11:43:17.162761+00:00
detection,page_hinkley,synthetic_none,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.0049566250527277,2026-09-20T11:43:17.162761+00:00
detection,page_hinkley,synthetic_none,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.0049566250527277,2026-09-20T11:43:17.162761+00:00
detection,page_hinkley,synthetic_none,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.0049566250527277,2026-09-20T11:43:17.162761+00:00
detection,page_hinkley,synthetic_none,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0048935830127447,2026-09-20T11:43:17.164250+00:00
detection,page_hinkley,synthetic_none,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0048935830127447,2026-09-20T11:43:17.164250+00:00
detection,page_hinkley,synthetic_none,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0048935830127447,2026-09-20T11:43:17.164250+00:00
detection,page_hinkley,synthetic_none,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.0048935830127447,2026-09-20T11:43:17.164250+00:00
detection,page_hinkley,synthetic_none,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.0048935830127447,2026-09-20T11:43:17.164250+00:00
detection,page_hinkley,synthetic_none,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.0048935830127447,2026-09-20T11:43:17.164250+00:00
detection,page_hinkley,synthetic_none,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0097888329764828,2026-09-20T11:43:17.165643+00:00
detection,page_hinkley,synthetic_none,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0097888329764828,2026-09-20T11:43:17.165643+00:00
detection,page_hinkley,synthetic_none,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0097888329764828,2026-09-20T11:43:17.165643+00:00
detection,page_hinkley,synthetic_none,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.0097888329764828,2026-09-20T11:43:17.165643+00:00
detection,page_hinkley,synthetic_none,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.0097888329764828,2026-09-20T11:43:17.165643+00:00
detection,page_hinkley,synthetic_none,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.0097888329764828,2026-09-20T11:43:17.165643+00:00
detection,page_hinkley,synthetic_none,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0057787499390542,2026-09-20T11:43:17.167020+00:00
detection,page_hinkley,synthetic_none,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0057787499390542,2026-09-20T11:43:17.167020+00:00
detection,page_hinkley,synthetic_none,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.0057787499390542,2026-09-20T11:43:17.167020+00:00
detection,page_hinkley,synthetic_none,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.0057787499390542,2026-09-20T11:43:17.167020+00:00
detection,page_hinkley,synthetic_none,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.0057787499390542,2026-09-20T11:43:17.167020+00:00
detection,page_hinkley,synthetic_none,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.0057787499390542,2026-09-20T11:43:17.167020+00:00
detection,page_hinkley,synthetic_none,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_none,detection_delay,,full,0,0,0.004903917084448,2026-09-20T11:43:17.168416+00:00
detection,page_hinkley,synthetic_none,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.004903917084448,2026-09-20T11:43:17.168416+00:00
detection,page_hinkley,synthetic_none,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_none,missed_detections,0.0,full,0,0,0.004903917084448,2026-09-20T11:43:17.168416+00:00
detection,page_hinkley,synthetic_none,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_none,n_detections,0.0,full,0,0,0.004903917084448,2026-09-20T11:43:17.168416+00:00
detection,page_hinkley,synthetic_none,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_none,n_false_alarms,0.0,full,0,0,0.004903917084448,2026-09-20T11:43:17.168416+00:00
detection,page_hinkley,synthetic_none,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_none,false_alarms_per_year,0.0,full,0,0,0.004903917084448,2026-09-20T11:43:17.168416+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,detection_delay,119.0,full,0,0,0.0113369589671492,2026-09-20T11:43:17.169791+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,false_alarms_per_10000,0.0,full,0,0,0.0113369589671492,2026-09-20T11:43:17.169791+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,missed_detections,0.0,full,0,0,0.0113369589671492,2026-09-20T11:43:17.169791+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0113369589671492,2026-09-20T11:43:17.169791+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0113369589671492,2026-09-20T11:43:17.169791+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0113369589671492,2026-09-20T11:43:17.169791+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,detection_delay,101.0,full,0,0,0.0050767499487847,2026-09-20T11:43:17.171233+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,false_alarms_per_10000,0.0,full,0,0,0.0050767499487847,2026-09-20T11:43:17.171233+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,missed_detections,0.0,full,0,0,0.0050767499487847,2026-09-20T11:43:17.171233+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0050767499487847,2026-09-20T11:43:17.171233+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0050767499487847,2026-09-20T11:43:17.171233+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0050767499487847,2026-09-20T11:43:17.171233+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,detection_delay,115.0,full,0,0,0.0049402080476284,2026-09-20T11:43:17.172124+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,false_alarms_per_10000,0.0,full,0,0,0.0049402080476284,2026-09-20T11:43:17.172124+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,missed_detections,0.0,full,0,0,0.0049402080476284,2026-09-20T11:43:17.172124+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0049402080476284,2026-09-20T11:43:17.172124+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0049402080476284,2026-09-20T11:43:17.172124+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0049402080476284,2026-09-20T11:43:17.172124+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,detection_delay,108.0,full,0,0,0.0115639589494094,2026-09-20T11:43:17.172834+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,false_alarms_per_10000,0.0,full,0,0,0.0115639589494094,2026-09-20T11:43:17.172834+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,missed_detections,0.0,full,0,0,0.0115639589494094,2026-09-20T11:43:17.172834+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0115639589494094,2026-09-20T11:43:17.172834+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0115639589494094,2026-09-20T11:43:17.172834+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0115639589494094,2026-09-20T11:43:17.172834+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,detection_delay,112.0,full,0,0,0.0060782079817727,2026-09-20T11:43:17.173511+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,false_alarms_per_10000,0.0,full,0,0,0.0060782079817727,2026-09-20T11:43:17.173511+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,missed_detections,0.0,full,0,0,0.0060782079817727,2026-09-20T11:43:17.173511+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,n_detections,1.0,full,0,0,0.0060782079817727,2026-09-20T11:43:17.173511+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,n_false_alarms,0.0,full,0,0,0.0060782079817727,2026-09-20T11:43:17.173511+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_sudden,false_alarms_per_year,0.0,full,0,0,0.0060782079817727,2026-09-20T11:43:17.173511+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,detection_delay,493.0,full,0,0,0.0047275829128921,2026-09-20T11:43:17.174178+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,false_alarms_per_10000,0.5,full,0,0,0.0047275829128921,2026-09-20T11:43:17.174178+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0047275829128921,2026-09-20T11:43:17.174178+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,n_detections,2.0,full,0,0,0.0047275829128921,2026-09-20T11:43:17.174178+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,n_false_alarms,1.0,full,0,0,0.0047275829128921,2026-09-20T11:43:17.174178+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,false_alarms_per_year,0.876,full,0,0,0.0047275829128921,2026-09-20T11:43:17.174178+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,detection_delay,448.0,full,0,0,0.0047329999506473,2026-09-20T11:43:17.174839+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,false_alarms_per_10000,0.5,full,0,0,0.0047329999506473,2026-09-20T11:43:17.174839+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0047329999506473,2026-09-20T11:43:17.174839+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,n_detections,2.0,full,0,0,0.0047329999506473,2026-09-20T11:43:17.174839+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,n_false_alarms,1.0,full,0,0,0.0047329999506473,2026-09-20T11:43:17.174839+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,false_alarms_per_year,0.876,full,0,0,0.0047329999506473,2026-09-20T11:43:17.174839+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,detection_delay,490.0,full,0,0,0.0048347499687224,2026-09-20T11:43:17.175494+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,false_alarms_per_10000,0.5,full,0,0,0.0048347499687224,2026-09-20T11:43:17.175494+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0048347499687224,2026-09-20T11:43:17.175494+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,n_detections,2.0,full,0,0,0.0048347499687224,2026-09-20T11:43:17.175494+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,n_false_alarms,1.0,full,0,0,0.0048347499687224,2026-09-20T11:43:17.175494+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,false_alarms_per_year,0.876,full,0,0,0.0048347499687224,2026-09-20T11:43:17.175494+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,detection_delay,487.0,full,0,0,0.0049178330227732,2026-09-20T11:43:17.176149+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,false_alarms_per_10000,0.5,full,0,0,0.0049178330227732,2026-09-20T11:43:17.176149+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0049178330227732,2026-09-20T11:43:17.176149+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,n_detections,2.0,full,0,0,0.0049178330227732,2026-09-20T11:43:17.176149+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,n_false_alarms,1.0,full,0,0,0.0049178330227732,2026-09-20T11:43:17.176149+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,false_alarms_per_year,0.876,full,0,0,0.0049178330227732,2026-09-20T11:43:17.176149+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,detection_delay,492.0,full,0,0,0.0049197080079466,2026-09-20T11:43:17.176805+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,false_alarms_per_10000,0.5,full,0,0,0.0049197080079466,2026-09-20T11:43:17.176805+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,missed_detections,0.0,full,0,0,0.0049197080079466,2026-09-20T11:43:17.176805+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,n_detections,2.0,full,0,0,0.0049197080079466,2026-09-20T11:43:17.176805+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,n_false_alarms,1.0,full,0,0,0.0049197080079466,2026-09-20T11:43:17.176805+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_gradual,false_alarms_per_year,0.876,full,0,0,0.0049197080079466,2026-09-20T11:43:17.176805+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,detection_delay,113.5,full,0,0,0.0050094580510631,2026-09-20T11:43:17.177462+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,false_alarms_per_10000,0.0,full,0,0,0.0050094580510631,2026-09-20T11:43:17.177462+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,missed_detections,0.0,full,0,0,0.0050094580510631,2026-09-20T11:43:17.177462+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,n_detections,2.0,full,0,0,0.0050094580510631,2026-09-20T11:43:17.177462+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,n_false_alarms,0.0,full,0,0,0.0050094580510631,2026-09-20T11:43:17.177462+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,false_alarms_per_year,0.0,full,0,0,0.0050094580510631,2026-09-20T11:43:17.177462+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,detection_delay,102.5,full,0,0,0.0049440419534221,2026-09-20T11:43:17.178120+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,false_alarms_per_10000,0.0,full,0,0,0.0049440419534221,2026-09-20T11:43:17.178120+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,missed_detections,0.0,full,0,0,0.0049440419534221,2026-09-20T11:43:17.178120+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,n_detections,2.0,full,0,0,0.0049440419534221,2026-09-20T11:43:17.178120+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,n_false_alarms,0.0,full,0,0,0.0049440419534221,2026-09-20T11:43:17.178120+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,false_alarms_per_year,0.0,full,0,0,0.0049440419534221,2026-09-20T11:43:17.178120+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,detection_delay,121.5,full,0,0,0.004919333034195,2026-09-20T11:43:17.178778+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,false_alarms_per_10000,0.0,full,0,0,0.004919333034195,2026-09-20T11:43:17.178778+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,missed_detections,0.0,full,0,0,0.004919333034195,2026-09-20T11:43:17.178778+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,n_detections,2.0,full,0,0,0.004919333034195,2026-09-20T11:43:17.178778+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,n_false_alarms,0.0,full,0,0,0.004919333034195,2026-09-20T11:43:17.178778+00:00
detection,page_hinkley,synthetic_recurring,-,3.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,false_alarms_per_year,0.0,full,0,0,0.004919333034195,2026-09-20T11:43:17.178778+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,detection_delay,111.5,full,0,0,0.004912415985018,2026-09-20T11:43:17.179455+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,false_alarms_per_10000,0.0,full,0,0,0.004912415985018,2026-09-20T11:43:17.179455+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,missed_detections,0.0,full,0,0,0.004912415985018,2026-09-20T11:43:17.179455+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,n_detections,2.0,full,0,0,0.004912415985018,2026-09-20T11:43:17.179455+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,n_false_alarms,0.0,full,0,0,0.004912415985018,2026-09-20T11:43:17.179455+00:00
detection,page_hinkley,synthetic_recurring,-,4.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,false_alarms_per_year,0.0,full,0,0,0.004912415985018,2026-09-20T11:43:17.179455+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,detection_delay,115.0,full,0,0,0.0049058750737458,2026-09-20T11:43:17.180123+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,false_alarms_per_10000,0.0,full,0,0,0.0049058750737458,2026-09-20T11:43:17.180123+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,missed_detections,0.0,full,0,0,0.0049058750737458,2026-09-20T11:43:17.180123+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,n_detections,2.0,full,0,0,0.0049058750737458,2026-09-20T11:43:17.180123+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,n_false_alarms,0.0,full,0,0,0.0049058750737458,2026-09-20T11:43:17.180123+00:00
detection,page_hinkley,synthetic_recurring,-,5.0,83a5d8a6e6ce,synth_n20000_finetune_recurring,false_alarms_per_year,0.0,full,0,0,0.0049058750737458,2026-09-20T11:43:17.180123+00:00
detection,page_hinkley,synthetic_none,-,1.0,fd004626f64b,synth_n20000_finetune_none,detection_delay,,full,0,0,0.0052692090393975,2026-09-20T11:43:17.284600+00:00
detection,page_hinkley,synthetic_none,-,1.0,fd004626f64b,synth_n20000_finetune_none,false_alarms_per_10000,0.0,full,0,0,0.0052692090393975,2026-09-20T11:43:17.284600+00:00
