group,method,dataset,region,seed,config_hash,split_id,metric_name,metric_value,regime,n_retrains,train_samples,wall_clock_s,timestamp
detection,adwin,synthetic_none,-,1.0,89199180a0a3,synth_n20000_cpnone,detection_delay,,full,0,0,0.0018076249980367,2026-09-04T18:07:36.738788+00:00
detection,adwin,synthetic_none,-,1.0,89199180a0a3,synth_n20000_cpnone,false_alarms_per_10000,0.5,full,0,0,0.0018076249980367,2026-09-04T18:07:36.738788+00:00
detection,adwin,synthetic_none,-,1.0,89199180a0a3,synth_n20000_cpnone,missed_detections,0.0,full,0,0,0.0018076249980367,2026-09-04T18:07:36.738788+00:00
detection,kswin,synthetic_none,-,1.0,6cce14754b61,synth_n20000_cpnone,detection_delay,,full,0,0,2.9215192910050973,2026-09-04T18:07:39.662478+00:00
detection,kswin,synthetic_none,-,1.0,6cce14754b61,synth_n20000_cpnone,false_alarms_per_10000,0.0,full,0,0,2.9215192910050973,2026-09-04T18:07:39.662478+00:00
detection,kswin,synthetic_none,-,1.0,6cce14754b61,synth_n20000_cpnone,missed_detections,0.0,full,0,0,2.9215192910050973,2026-09-04T18:07:39.662478+00:00
detection,page_hinkley,synthetic_none,-,1.0,09187f69fb81,synth_n20000_cpnone,detection_delay,,full,0,0,0.0037541249766945,2026-09-04T18:07:39.667360+00:00
detection,page_hinkley,synthetic_none,-,1.0,09187f69fb81,synth_n20000_cpnone,false_alarms_per_10000,312.0,full,0,0,0.0037541249766945,2026-09-04T18:07:39.667360+00:00
detection,page_hinkley,synthetic_none,-,1.0,09187f69fb81,synth_n20000_cpnone,missed_detections,0.0,full,0,0,0.0037541249766945,2026-09-04T18:07:39.667360+00:00
detection,adwin,synthetic_none,-,2.0,89199180a0a3,synth_n20000_cpnone,detection_delay,,full,0,0,0.0017395419999957,2026-09-04T18:07:39.670000+00:00
detection,adwin,synthetic_none,-,2.0,89199180a0a3,synth_n20000_cpnone,false_alarms_per_10000,2.0,full,0,0,0.0017395419999957,2026-09-04T18:07:39.670000+00:00
detection,adwin,synthetic_none,-,2.0,89199180a0a3,synth_n20000_cpnone,missed_detections,0.0,full,0,0,0.0017395419999957,2026-09-04T18:07:39.670000+00:00
detection,kswin,synthetic_none,-,2.0,6cce14754b61,synth_n20000_cpnone,detection_delay,,full,0,0,2.8424560829880647,2026-09-04T18:07:42.513101+00:00
detection,kswin,synthetic_none,-,2.0,6cce14754b61,synth_n20000_cpnone,false_alarms_per_10000,0.0,full,0,0,2.8424560829880647,2026-09-04T18:07:42.513101+00:00
detection,kswin,synthetic_none,-,2.0,6cce14754b61,synth_n20000_cpnone,missed_detections,0.0,full,0,0,2.8424560829880647,2026-09-04T18:07:42.513101+00:00
detection,page_hinkley,synthetic_none,-,2.0,09187f69fb81,synth_n20000_cpnone,detection_delay,,full,0,0,0.0038277080166153,2026-09-04T18:07:42.517893+00:00
detection,page_hinkley,synthetic_none,-,2.0,09187f69fb81,synth_n20000_cpnone,false_alarms_per_10000,312.0,full,0,0,0.0038277080166153,2026-09-04T18:07:42.517893+00:00
detection,page_hinkley,synthetic_none,-,2.0,09187f69fb81,synth_n20000_cpnone,missed_detections,0.0,full,0,0,0.0038277080166153,2026-09-04T18:07:42.517893+00:00
detection,adwin,synthetic_none,-,3.0,89199180a0a3,synth_n20000_cpnone,detection_delay,,full,0,0,0.0018850409833248,2026-09-04T18:07:42.520639+00:00
detection,adwin,synthetic_none,-,3.0,89199180a0a3,synth_n20000_cpnone,false_alarms_per_10000,4.0,full,0,0,0.0018850409833248,2026-09-04T18:07:42.520639+00:00
detection,adwin,synthetic_none,-,3.0,89199180a0a3,synth_n20000_cpnone,missed_detections,0.0,full,0,0,0.0018850409833248,2026-09-04T18:07:42.520639+00:00
detection,kswin,synthetic_none,-,3.0,6cce14754b61,synth_n20000_cpnone,detection_delay,,full,0,0,2.8355207089916803,2026-09-04T18:07:45.356942+00:00
detection,kswin,synthetic_none,-,3.0,6cce14754b61,synth_n20000_cpnone,false_alarms_per_10000,0.0,full,0,0,2.8355207089916803,2026-09-04T18:07:45.356942+00:00
detection,kswin,synthetic_none,-,3.0,6cce14754b61,synth_n20000_cpnone,missed_detections,0.0,full,0,0,2.8355207089916803,2026-09-04T18:07:45.356942+00:00
detection,page_hinkley,synthetic_none,-,3.0,09187f69fb81,synth_n20000_cpnone,detection_delay,,full,0,0,0.0038009169802535,2026-09-04T18:07:45.361692+00:00
detection,page_hinkley,synthetic_none,-,3.0,09187f69fb81,synth_n20000_cpnone,false_alarms_per_10000,312.0,full,0,0,0.0038009169802535,2026-09-04T18:07:45.361692+00:00
detection,page_hinkley,synthetic_none,-,3.0,09187f69fb81,synth_n20000_cpnone,missed_detections,0.0,full,0,0,0.0038009169802535,2026-09-04T18:07:45.361692+00:00
detection,adwin,synthetic_none,-,4.0,89199180a0a3,synth_n20000_cpnone,detection_delay,,full,0,0,0.0018297500209882,2026-09-04T18:07:45.364406+00:00
detection,adwin,synthetic_none,-,4.0,89199180a0a3,synth_n20000_cpnone,false_alarms_per_10000,2.0,full,0,0,0.0018297500209882,2026-09-04T18:07:45.364406+00:00
detection,adwin,synthetic_none,-,4.0,89199180a0a3,synth_n20000_cpnone,missed_detections,0.0,full,0,0,0.0018297500209882,2026-09-04T18:07:45.364406+00:00
detection,kswin,synthetic_none,-,4.0,6cce14754b61,synth_n20000_cpnone,detection_delay,,full,0,0,2.862571416015271,2026-09-04T18:07:48.227636+00:00
detection,kswin,synthetic_none,-,4.0,6cce14754b61,synth_n20000_cpnone,false_alarms_per_10000,0.0,full,0,0,2.862571416015271,2026-09-04T18:07:48.227636+00:00
detection,kswin,synthetic_none,-,4.0,6cce14754b61,synth_n20000_cpnone,missed_detections,0.0,full,0,0,2.862571416015271,2026-09-04T18:07:48.227636+00:00
detection,page_hinkley,synthetic_none,-,4.0,09187f69fb81,synth_n20000_cpnone,detection_delay,,full,0,0,0.0039691249839961,2026-09-04T18:07:48.232550+00:00
detection,page_hinkley,synthetic_none,-,4.0,09187f69fb81,synth_n20000_cpnone,false_alarms_per_10000,312.0,full,0,0,0.0039691249839961,2026-09-04T18:07:48.232550+00:00
detection,page_hinkley,synthetic_none,-,4.0,09187f69fb81,synth_n20000_cpnone,missed_detections,0.0,full,0,0,0.0039691249839961,2026-09-04T18:07:48.232550+00:00
detection,adwin,synthetic_none,-,5.0,89199180a0a3,synth_n20000_cpnone,detection_delay,,full,0,0,0.0018402500136289,2026-09-04T18:07:48.235392+00:00
detection,adwin,synthetic_none,-,5.0,89199180a0a3,synth_n20000_cpnone,false_alarms_per_10000,4.0,full,0,0,0.0018402500136289,2026-09-04T18:07:48.235392+00:00
detection,adwin,synthetic_none,-,5.0,89199180a0a3,synth_n20000_cpnone,missed_detections,0.0,full,0,0,0.0018402500136289,2026-09-04T18:07:48.235392+00:00
detection,kswin,synthetic_none,-,5.0,6cce14754b61,synth_n20000_cpnone,detection_delay,,full,0,0,2.8357450000185054,2026-09-04T18:07:51.071805+00:00
detection,kswin,synthetic_none,-,5.0,6cce14754b61,synth_n20000_cpnone,false_alarms_per_10000,0.0,full,0,0,2.8357450000185054,2026-09-04T18:07:51.071805+00:00
detection,kswin,synthetic_none,-,5.0,6cce14754b61,synth_n20000_cpnone,missed_detections,0.0,full,0,0,2.8357450000185054,2026-09-04T18:07:51.071805+00:00
detection,page_hinkley,synthetic_none,-,5.0,09187f69fb81,synth_n20000_cpnone,detection_delay,,full,0,0,0.0039300420030485,2026-09-04T18:07:51.076699+00:00
detection,page_hinkley,synthetic_none,-,5.0,09187f69fb81,synth_n20000_cpnone,false_alarms_per_10000,312.0,full,0,0,0.0039300420030485,2026-09-04T18:07:51.076699+00:00
detection,page_hinkley,synthetic_none,-,5.0,09187f69fb81,synth_n20000_cpnone,missed_detections,0.0,full,0,0,0.0039300420030485,2026-09-04T18:07:51.076699+00:00
detection,adwin,synthetic_sudden,-,1.0,89199180a0a3,synth_n20000_cp5000,detection_delay,23.0,full,0,0,0.0017784590017981,2026-09-04T18:07:51.079417+00:00
detection,adwin,synthetic_sudden,-,1.0,89199180a0a3,synth_n20000_cp5000,false_alarms_per_10000,0.5,full,0,0,0.0017784590017981,2026-09-04T18:07:51.079417+00:00
detection,adwin,synthetic_sudden,-,1.0,89199180a0a3,synth_n20000_cp5000,missed_detections,0.0,full,0,0,0.0017784590017981,2026-09-04T18:07:51.079417+00:00
detection,kswin,synthetic_sudden,-,1.0,6cce14754b61,synth_n20000_cp5000,detection_delay,18.0,full,0,0,2.816106790996855,2026-09-04T18:07:53.896293+00:00
detection,kswin,synthetic_sudden,-,1.0,6cce14754b61,synth_n20000_cp5000,false_alarms_per_10000,0.0,full,0,0,2.816106790996855,2026-09-04T18:07:53.896293+00:00
detection,kswin,synthetic_sudden,-,1.0,6cce14754b61,synth_n20000_cp5000,missed_detections,0.0,full,0,0,2.816106790996855,2026-09-04T18:07:53.896293+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,09187f69fb81,synth_n20000_cp5000,detection_delay,19.0,full,0,0,0.0039830839959904,2026-09-04T18:07:53.901272+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,09187f69fb81,synth_n20000_cp5000,false_alarms_per_10000,312.0,full,0,0,0.0039830839959904,2026-09-04T18:07:53.901272+00:00
detection,page_hinkley,synthetic_sudden,-,1.0,09187f69fb81,synth_n20000_cp5000,missed_detections,0.0,full,0,0,0.0039830839959904,2026-09-04T18:07:53.901272+00:00
detection,adwin,synthetic_sudden,-,2.0,89199180a0a3,synth_n20000_cp5000,detection_delay,23.0,full,0,0,0.0018560829921625,2026-09-04T18:07:53.904116+00:00
detection,adwin,synthetic_sudden,-,2.0,89199180a0a3,synth_n20000_cp5000,false_alarms_per_10000,2.0,full,0,0,0.0018560829921625,2026-09-04T18:07:53.904116+00:00
detection,adwin,synthetic_sudden,-,2.0,89199180a0a3,synth_n20000_cp5000,missed_detections,0.0,full,0,0,0.0018560829921625,2026-09-04T18:07:53.904116+00:00
detection,kswin,synthetic_sudden,-,2.0,6cce14754b61,synth_n20000_cp5000,detection_delay,19.0,full,0,0,2.8073285830032546,2026-09-04T18:07:56.712249+00:00
detection,kswin,synthetic_sudden,-,2.0,6cce14754b61,synth_n20000_cp5000,false_alarms_per_10000,0.0,full,0,0,2.8073285830032546,2026-09-04T18:07:56.712249+00:00
detection,kswin,synthetic_sudden,-,2.0,6cce14754b61,synth_n20000_cp5000,missed_detections,0.0,full,0,0,2.8073285830032546,2026-09-04T18:07:56.712249+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,09187f69fb81,synth_n20000_cp5000,detection_delay,19.0,full,0,0,0.0039602089964319,2026-09-04T18:07:56.717221+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,09187f69fb81,synth_n20000_cp5000,false_alarms_per_10000,312.0,full,0,0,0.0039602089964319,2026-09-04T18:07:56.717221+00:00
detection,page_hinkley,synthetic_sudden,-,2.0,09187f69fb81,synth_n20000_cp5000,missed_detections,0.0,full,0,0,0.0039602089964319,2026-09-04T18:07:56.717221+00:00
detection,adwin,synthetic_sudden,-,3.0,89199180a0a3,synth_n20000_cp5000,detection_delay,23.0,full,0,0,0.0018346249999012,2026-09-04T18:07:56.720037+00:00
detection,adwin,synthetic_sudden,-,3.0,89199180a0a3,synth_n20000_cp5000,false_alarms_per_10000,4.0,full,0,0,0.0018346249999012,2026-09-04T18:07:56.720037+00:00
detection,adwin,synthetic_sudden,-,3.0,89199180a0a3,synth_n20000_cp5000,missed_detections,0.0,full,0,0,0.0018346249999012,2026-09-04T18:07:56.720037+00:00
detection,kswin,synthetic_sudden,-,3.0,6cce14754b61,synth_n20000_cp5000,detection_delay,17.0,full,0,0,2.834371000004466,2026-09-04T18:07:59.555096+00:00
detection,kswin,synthetic_sudden,-,3.0,6cce14754b61,synth_n20000_cp5000,false_alarms_per_10000,0.0,full,0,0,2.834371000004466,2026-09-04T18:07:59.555096+00:00
detection,kswin,synthetic_sudden,-,3.0,6cce14754b61,synth_n20000_cp5000,missed_detections,0.0,full,0,0,2.834371000004466,2026-09-04T18:07:59.555096+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,09187f69fb81,synth_n20000_cp5000,detection_delay,19.0,full,0,0,0.0040102500061038,2026-09-04T18:07:59.560093+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,09187f69fb81,synth_n20000_cp5000,false_alarms_per_10000,312.0,full,0,0,0.0040102500061038,2026-09-04T18:07:59.560093+00:00
detection,page_hinkley,synthetic_sudden,-,3.0,09187f69fb81,synth_n20000_cp5000,missed_detections,0.0,full,0,0,0.0040102500061038,2026-09-04T18:07:59.560093+00:00
detection,adwin,synthetic_sudden,-,4.0,89199180a0a3,synth_n20000_cp5000,detection_delay,23.0,full,0,0,0.0018821249832399,2026-09-04T18:07:59.562911+00:00
detection,adwin,synthetic_sudden,-,4.0,89199180a0a3,synth_n20000_cp5000,false_alarms_per_10000,2.0,full,0,0,0.0018821249832399,2026-09-04T18:07:59.562911+00:00
detection,adwin,synthetic_sudden,-,4.0,89199180a0a3,synth_n20000_cp5000,missed_detections,0.0,full,0,0,0.0018821249832399,2026-09-04T18:07:59.562911+00:00
detection,kswin,synthetic_sudden,-,4.0,6cce14754b61,synth_n20000_cp5000,detection_delay,17.0,full,0,0,2.8292487080034334,2026-09-04T18:08:02.393026+00:00
detection,kswin,synthetic_sudden,-,4.0,6cce14754b61,synth_n20000_cp5000,false_alarms_per_10000,0.0,full,0,0,2.8292487080034334,2026-09-04T18:08:02.393026+00:00
detection,kswin,synthetic_sudden,-,4.0,6cce14754b61,synth_n20000_cp5000,missed_detections,0.0,full,0,0,2.8292487080034334,2026-09-04T18:08:02.393026+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,09187f69fb81,synth_n20000_cp5000,detection_delay,18.0,full,0,0,0.0038487919955514,2026-09-04T18:08:02.397910+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,09187f69fb81,synth_n20000_cp5000,false_alarms_per_10000,312.0,full,0,0,0.0038487919955514,2026-09-04T18:08:02.397910+00:00
detection,page_hinkley,synthetic_sudden,-,4.0,09187f69fb81,synth_n20000_cp5000,missed_detections,0.0,full,0,0,0.0038487919955514,2026-09-04T18:08:02.397910+00:00
detection,adwin,synthetic_sudden,-,5.0,89199180a0a3,synth_n20000_cp5000,detection_delay,23.0,full,0,0,0.0018804999999701,2026-09-04T18:08:02.400803+00:00
detection,adwin,synthetic_sudden,-,5.0,89199180a0a3,synth_n20000_cp5000,false_alarms_per_10000,2.9999999999999996,full,0,0,0.0018804999999701,2026-09-04T18:08:02.400803+00:00
detection,adwin,synthetic_sudden,-,5.0,89199180a0a3,synth_n20000_cp5000,missed_detections,0.0,full,0,0,0.0018804999999701,2026-09-04T18:08:02.400803+00:00
detection,kswin,synthetic_sudden,-,5.0,6cce14754b61,synth_n20000_cp5000,detection_delay,17.0,full,0,0,2.847104540996952,2026-09-04T18:08:05.248860+00:00
detection,kswin,synthetic_sudden,-,5.0,6cce14754b61,synth_n20000_cp5000,false_alarms_per_10000,0.0,full,0,0,2.847104540996952,2026-09-04T18:08:05.248860+00:00
detection,kswin,synthetic_sudden,-,5.0,6cce14754b61,synth_n20000_cp5000,missed_detections,0.0,full,0,0,2.847104540996952,2026-09-04T18:08:05.248860+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,09187f69fb81,synth_n20000_cp5000,detection_delay,19.0,full,0,0,0.0039215830038301,2026-09-04T18:08:05.253768+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,09187f69fb81,synth_n20000_cp5000,false_alarms_per_10000,312.0,full,0,0,0.0039215830038301,2026-09-04T18:08:05.253768+00:00
detection,page_hinkley,synthetic_sudden,-,5.0,09187f69fb81,synth_n20000_cp5000,missed_detections,0.0,full,0,0,0.0039215830038301,2026-09-04T18:08:05.253768+00:00
detection,adwin,synthetic_gradual,-,1.0,89199180a0a3,synth_n20000_cp5000-6000,detection_delay,215.0,full,0,0,0.0019135419861413,2026-09-04T18:08:05.256639+00:00
detection,adwin,synthetic_gradual,-,1.0,89199180a0a3,synth_n20000_cp5000-6000,false_alarms_per_10000,1.4999999999999998,full,0,0,0.0019135419861413,2026-09-04T18:08:05.256639+00:00
detection,adwin,synthetic_gradual,-,1.0,89199180a0a3,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,0.0019135419861413,2026-09-04T18:08:05.256639+00:00
detection,kswin,synthetic_gradual,-,1.0,6cce14754b61,synth_n20000_cp5000-6000,detection_delay,995.0,full,0,0,2.8506362499902025,2026-09-04T18:08:08.107973+00:00
detection,kswin,synthetic_gradual,-,1.0,6cce14754b61,synth_n20000_cp5000-6000,false_alarms_per_10000,0.0,full,0,0,2.8506362499902025,2026-09-04T18:08:08.107973+00:00
detection,kswin,synthetic_gradual,-,1.0,6cce14754b61,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,2.8506362499902025,2026-09-04T18:08:08.107973+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,09187f69fb81,synth_n20000_cp5000-6000,detection_delay,25.0,full,0,0,0.0039713750011287,2026-09-04T18:08:08.112940+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,09187f69fb81,synth_n20000_cp5000-6000,false_alarms_per_10000,311.5,full,0,0,0.0039713750011287,2026-09-04T18:08:08.112940+00:00
detection,page_hinkley,synthetic_gradual,-,1.0,09187f69fb81,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,0.0039713750011287,2026-09-04T18:08:08.112940+00:00
detection,adwin,synthetic_gradual,-,2.0,89199180a0a3,synth_n20000_cp5000-6000,detection_delay,215.0,full,0,0,0.0018584170029498,2026-09-04T18:08:08.115973+00:00
detection,adwin,synthetic_gradual,-,2.0,89199180a0a3,synth_n20000_cp5000-6000,false_alarms_per_10000,3.5,full,0,0,0.0018584170029498,2026-09-04T18:08:08.115973+00:00
detection,adwin,synthetic_gradual,-,2.0,89199180a0a3,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,0.0018584170029498,2026-09-04T18:08:08.115973+00:00
detection,kswin,synthetic_gradual,-,2.0,6cce14754b61,synth_n20000_cp5000-6000,detection_delay,,full,0,0,2.8697442499978933,2026-09-04T18:08:10.986448+00:00
detection,kswin,synthetic_gradual,-,2.0,6cce14754b61,synth_n20000_cp5000-6000,false_alarms_per_10000,0.0,full,0,0,2.8697442499978933,2026-09-04T18:08:10.986448+00:00
detection,kswin,synthetic_gradual,-,2.0,6cce14754b61,synth_n20000_cp5000-6000,missed_detections,1.0,full,0,0,2.8697442499978933,2026-09-04T18:08:10.986448+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,09187f69fb81,synth_n20000_cp5000-6000,detection_delay,24.0,full,0,0,0.0038284579932224,2026-09-04T18:08:10.991317+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,09187f69fb81,synth_n20000_cp5000-6000,false_alarms_per_10000,311.5,full,0,0,0.0038284579932224,2026-09-04T18:08:10.991317+00:00
detection,page_hinkley,synthetic_gradual,-,2.0,09187f69fb81,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,0.0038284579932224,2026-09-04T18:08:10.991317+00:00
detection,adwin,synthetic_gradual,-,3.0,89199180a0a3,synth_n20000_cp5000-6000,detection_delay,215.0,full,0,0,0.0019344169995747,2026-09-04T18:08:10.994250+00:00
detection,adwin,synthetic_gradual,-,3.0,89199180a0a3,synth_n20000_cp5000-6000,false_alarms_per_10000,5.5,full,0,0,0.0019344169995747,2026-09-04T18:08:10.994250+00:00
detection,adwin,synthetic_gradual,-,3.0,89199180a0a3,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,0.0019344169995747,2026-09-04T18:08:10.994250+00:00
detection,kswin,synthetic_gradual,-,3.0,6cce14754b61,synth_n20000_cp5000-6000,detection_delay,,full,0,0,2.8854012910160236,2026-09-04T18:08:13.880556+00:00
detection,kswin,synthetic_gradual,-,3.0,6cce14754b61,synth_n20000_cp5000-6000,false_alarms_per_10000,0.0,full,0,0,2.8854012910160236,2026-09-04T18:08:13.880556+00:00
detection,kswin,synthetic_gradual,-,3.0,6cce14754b61,synth_n20000_cp5000-6000,missed_detections,1.0,full,0,0,2.8854012910160236,2026-09-04T18:08:13.880556+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,09187f69fb81,synth_n20000_cp5000-6000,detection_delay,25.0,full,0,0,0.0038979160017333,2026-09-04T18:08:13.885390+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,09187f69fb81,synth_n20000_cp5000-6000,false_alarms_per_10000,311.5,full,0,0,0.0038979160017333,2026-09-04T18:08:13.885390+00:00
detection,page_hinkley,synthetic_gradual,-,3.0,09187f69fb81,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,0.0038979160017333,2026-09-04T18:08:13.885390+00:00
detection,adwin,synthetic_gradual,-,4.0,89199180a0a3,synth_n20000_cp5000-6000,detection_delay,215.0,full,0,0,0.001902207994135,2026-09-04T18:08:13.888262+00:00
detection,adwin,synthetic_gradual,-,4.0,89199180a0a3,synth_n20000_cp5000-6000,false_alarms_per_10000,2.9999999999999996,full,0,0,0.001902207994135,2026-09-04T18:08:13.888262+00:00
detection,adwin,synthetic_gradual,-,4.0,89199180a0a3,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,0.001902207994135,2026-09-04T18:08:13.888262+00:00
detection,kswin,synthetic_gradual,-,4.0,6cce14754b61,synth_n20000_cp5000-6000,detection_delay,892.0,full,0,0,2.855570541025372,2026-09-04T18:08:16.744667+00:00
detection,kswin,synthetic_gradual,-,4.0,6cce14754b61,synth_n20000_cp5000-6000,false_alarms_per_10000,0.0,full,0,0,2.855570541025372,2026-09-04T18:08:16.744667+00:00
detection,kswin,synthetic_gradual,-,4.0,6cce14754b61,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,2.855570541025372,2026-09-04T18:08:16.744667+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,09187f69fb81,synth_n20000_cp5000-6000,detection_delay,26.0,full,0,0,0.0039396659994963,2026-09-04T18:08:16.749575+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,09187f69fb81,synth_n20000_cp5000-6000,false_alarms_per_10000,311.5,full,0,0,0.0039396659994963,2026-09-04T18:08:16.749575+00:00
detection,page_hinkley,synthetic_gradual,-,4.0,09187f69fb81,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,0.0039396659994963,2026-09-04T18:08:16.749575+00:00
detection,adwin,synthetic_gradual,-,5.0,89199180a0a3,synth_n20000_cp5000-6000,detection_delay,215.0,full,0,0,0.0018702500092331,2026-09-04T18:08:16.752419+00:00
detection,adwin,synthetic_gradual,-,5.0,89199180a0a3,synth_n20000_cp5000-6000,false_alarms_per_10000,4.5,full,0,0,0.0018702500092331,2026-09-04T18:08:16.752419+00:00
detection,adwin,synthetic_gradual,-,5.0,89199180a0a3,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,0.0018702500092331,2026-09-04T18:08:16.752419+00:00
detection,kswin,synthetic_gradual,-,5.0,6cce14754b61,synth_n20000_cp5000-6000,detection_delay,,full,0,0,2.8947220830013976,2026-09-04T18:08:19.647870+00:00
detection,kswin,synthetic_gradual,-,5.0,6cce14754b61,synth_n20000_cp5000-6000,false_alarms_per_10000,0.0,full,0,0,2.8947220830013976,2026-09-04T18:08:19.647870+00:00
detection,kswin,synthetic_gradual,-,5.0,6cce14754b61,synth_n20000_cp5000-6000,missed_detections,1.0,full,0,0,2.8947220830013976,2026-09-04T18:08:19.647870+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,09187f69fb81,synth_n20000_cp5000-6000,detection_delay,26.0,full,0,0,0.00389629197889,2026-09-04T18:08:19.652722+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,09187f69fb81,synth_n20000_cp5000-6000,false_alarms_per_10000,311.5,full,0,0,0.00389629197889,2026-09-04T18:08:19.652722+00:00
detection,page_hinkley,synthetic_gradual,-,5.0,09187f69fb81,synth_n20000_cp5000-6000,missed_detections,0.0,full,0,0,0.00389629197889,2026-09-04T18:08:19.652722+00:00
detection,adwin,synthetic_recurring,-,1.0,89199180a0a3,synth_n20000_cp6666-13333,detection_delay,15.5,full,0,0,0.001827542000683,2026-09-04T18:08:19.655537+00:00
detection,adwin,synthetic_recurring,-,1.0,89199180a0a3,synth_n20000_cp6666-13333,false_alarms_per_10000,0.5,full,0,0,0.001827542000683,2026-09-04T18:08:19.655537+00:00
detection,adwin,synthetic_recurring,-,1.0,89199180a0a3,synth_n20000_cp6666-13333,missed_detections,0.0,full,0,0,0.001827542000683,2026-09-04T18:08:19.655537+00:00
detection,kswin,synthetic_recurring,-,1.0,6cce14754b61,synth_n20000_cp6666-13333,detection_delay,17.0,full,0,0,2.8155727080011275,2026-09-04T18:08:22.471923+00:00
detection,kswin,synthetic_recurring,-,1.0,6cce14754b61,synth_n20000_cp6666-13333,false_alarms_per_10000,0.0,full,0,0,2.8155727080011275,2026-09-04T18:08:22.471923+00:00
detection,kswin,synthetic_recurring,-,1.0,6cce14754b61,synth_n20000_cp6666-13333,missed_detections,0.0,full,0,0,2.8155727080011275,2026-09-04T18:08:22.471923+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,09187f69fb81,synth_n20000_cp6666-13333,detection_delay,15.0,full,0,0,0.0038309159863274,2026-09-04T18:08:22.476743+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,09187f69fb81,synth_n20000_cp6666-13333,false_alarms_per_10000,311.0,full,0,0,0.0038309159863274,2026-09-04T18:08:22.476743+00:00
detection,page_hinkley,synthetic_recurring,-,1.0,09187f69fb81,synth_n20000_cp6666-13333,missed_detections,0.0,full,0,0,0.0038309159863274,2026-09-04T18:08:22.476743+00:00
detection,adwin,synthetic_recurring,-,2.0,89199180a0a3,synth_n20000_cp6666-13333,detection_delay,15.5,full,0,0,0.0018788749875966,2026-09-04T18:08:22.479571+00:00
detection,adwin,synthetic_recurring,-,2.0,89199180a0a3,synth_n20000_cp6666-13333,false_alarms_per_10000,2.9999999999999996,full,0,0,0.0018788749875966,2026-09-04T18:08:22.479571+00:00
detection,adwin,synthetic_recurring,-,2.0,89199180a0a3,synth_n20000_cp6666-13333,missed_detections,0.0,full,0,0,0.0018788749875966,2026-09-04T18:08:22.479571+00:00
detection,kswin,synthetic_recurring,-,2.0,6cce14754b61,synth_n20000_cp6666-13333,detection_delay,12.5,full,0,0,2.832083041983424,2026-09-04T18:08:25.312356+00:00
detection,kswin,synthetic_recurring,-,2.0,6cce14754b61,synth_n20000_cp6666-13333,false_alarms_per_10000,0.0,full,0,0,2.832083041983424,2026-09-04T18:08:25.312356+00:00
detection,kswin,synthetic_recurring,-,2.0,6cce14754b61,synth_n20000_cp6666-13333,missed_detections,0.0,full,0,0,2.832083041983424,2026-09-04T18:08:25.312356+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,09187f69fb81,synth_n20000_cp6666-13333,detection_delay,15.0,full,0,0,0.0038283329922705,2026-09-04T18:08:25.317257+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,09187f69fb81,synth_n20000_cp6666-13333,false_alarms_per_10000,311.0,full,0,0,0.0038283329922705,2026-09-04T18:08:25.317257+00:00
detection,page_hinkley,synthetic_recurring,-,2.0,09187f69fb81,synth_n20000_cp6666-13333,missed_detections,0.0,full,0,0,0.0038283329922705,2026-09-04T18:08:25.317257+00:00
detection,adwin,synthetic_recurring,-,3.0,89199180a0a3,synth_n20000_cp6666-13333,detection_delay,15.5,full,0,0,0.0018673750164452,2026-09-04T18:08:25.320179+00:00
