REGION,static_coverage,static_mean_width,adaptive_coverage,adaptive_mean_width,coverage_improvement,threshold_quantile,fraction_escalated,non_escalated_coverage
NSW1,0.8586978976306632,1770.791999999999,0.897519426655437,2126.258463368771,0.03882152902477387,0.999,0.016606016304088735,0.9054521362549286
SA1,0.8506729806607447,610.328,0.8975353175801299,767.1204511009765,0.04686233691938524,0.999,0.020308601757536272,0.9057274010153931
