region,detector,input_processing,detection_number,changepoint_index,changepoint_timestamp,demand_value
NSW1,kswin,raw_30min,84,28159,2021-10-08 15:30:00,6094.586666666667
NSW1,kswin,raw_30min,85,28500,2021-10-15 18:00:00,8078.071666666667
NSW1,kswin,raw_30min,86,28802,2021-10-22 01:00:00,6872.931666666666
NSW1,kswin,raw_30min,87,29113,2021-10-28 12:30:00,6506.378333333333
NSW1,kswin,raw_30min,88,29453,2021-11-04 14:30:00,7479.701666666667
NSW1,kswin,raw_30min,89,29754,2021-11-10 21:00:00,7490.013333333333
NSW1,kswin,raw_30min,90,30171,2021-11-19 13:30:00,7170.3966666666665
NSW1,kswin,raw_30min,91,30471,2021-11-25 19:30:00,8494.701666666666
NSW1,kswin,raw_30min,92,30777,2021-12-02 04:30:00,6397.581666666666
NSW1,kswin,raw_30min,93,31077,2021-12-08 10:30:00,7156.086666666667
NSW1,kswin,raw_30min,94,31419,2021-12-15 13:30:00,7210.56
NSW1,kswin,raw_30min,95,31720,2021-12-21 20:00:00,10049.888333333334
NSW1,kswin,raw_30min,96,32020,2021-12-28 02:00:00,5807.78
NSW1,kswin,raw_30min,97,32321,2022-01-03 08:30:00,6273.23
NSW1,kswin,raw_30min,98,32622,2022-01-09 15:00:00,7405.7
NSW1,kswin,raw_30min,99,32952,2022-01-16 12:00:00,7103.685
NSW1,kswin,raw_30min,100,33252,2022-01-22 18:00:00,7766.4766666666665
NSW1,kswin,raw_30min,101,33552,2022-01-29 00:00:00,7865.836666666667
NSW1,kswin,raw_30min,102,33852,2022-02-04 06:00:00,7153.591666666667
NSW1,kswin,raw_30min,103,34152,2022-02-10 12:00:00,7660.264999999999
NSW1,kswin,raw_30min,104,34453,2022-02-16 18:30:00,9546.643333333333
NSW1,kswin,raw_30min,105,34755,2022-02-23 01:30:00,6734.511666666666
NSW1,kswin,raw_30min,106,35078,2022-03-01 19:00:00,8606.193333333335
NSW1,kswin,raw_30min,107,35378,2022-03-08 01:00:00,7055.746666666667
NSW1,kswin,raw_30min,108,35678,2022-03-14 07:00:00,7563.826666666667
NSW1,kswin,raw_30min,109,35978,2022-03-20 13:00:00,5188.065
NSW1,kswin,raw_30min,110,36278,2022-03-26 19:00:00,7695.868333333333
NSW1,kswin,raw_30min,111,36599,2022-04-02 11:30:00,6123.45
